N,P,K,temperature,humidity,ph,rainfall,label,yield
25.09,52.77,26.09,32.4,51.22,6.83,46.84,mothbeans,1240.82
54.16,58.05,48.6,36.0,94.8,6.72,109.42,papaya,36684.16
70.92,45.12,43.78,24.0,77.11,6.05,222.54,rice,4556.46
90.52,51.12,54.82,20.38,47.85,6.56,83.15,wheat,5075.71
100.4,89.16,52.96,26.69,83.82,6.12,96.47,banana,43286.65
18.51,71.38,19.81,24.47,70.82,7.09,44.31,lentil,1933.58
23.24,20.19,23.77,28.59,91.92,6.27,162.26,coconut,5703.28
43.5,58.62,25.9,32.1,65.49,6.93,74.0,blackgram,1441.03
101.21,8.72,54.91,24.14,78.35,6.27,46.52,watermelon,32414.57
19.61,147.35,214.08,23.01,92.46,5.9,137.74,apple,16346.91
16.14,25.49,24.77,30.58,47.96,6.26,71.68,mango,10160.17
21.08,66.48,18.91,29.53,42.8,6.38,112.58,pigeonpeas,1992.32
84.69,33.55,36.67,23.47,78.59,6.14,185.1,jute,2821.51
38.21,67.3,87.4,12.27,21.95,7.52,66.83,chickpea,1661.12
36.41,61.58,89.78,11.68,21.46,7.92,68.47,chickpea,906.09
21.62,18.81,35.5,20.17,90.86,6.44,125.78,pomegranate,9055.86
27.37,129.92,173.1,23.9,74.31,6.66,54.51,grapes,20187.87
36.85,64.47,13.53,30.17,59.6,6.65,61.64,blackgram,1047.8
34.68,73.11,14.72,27.9,60.45,7.23,58.75,blackgram,875.28
86.89,50.15,42.96,19.95,80.64,6.67,179.2,jute,3013.39
19.49,65.01,15.17,19.86,23.09,6.33,74.76,kidneybeans,3038.5
17.8,15.97,8.46,23.09,94.04,7.71,132.51,orange,13282.39
21.26,15.95,9.69,24.38,90.04,7.18,94.62,orange,13160.38
23.56,139.34,204.9,23.73,92.27,6.1,126.28,apple,13985.15
17.73,46.07,16.82,28.42,54.8,6.53,63.71,mothbeans,1069.64
92.66,56.13,47.5,19.39,45.61,6.09,71.6,wheat,5277.79
97.6,11.54,49.03,25.07,82.63,6.45,63.41,watermelon,29573.61
79.98,76.79,45.16,28.23,76.63,6.27,132.97,banana,43110.26
82.45,45.47,37.64,23.46,74.76,5.3,178.45,rice,5684.26
28.38,50.46,18.85,25.73,80.89,7.09,50.38,mungbean,1294.26
78.13,45.8,47.23,23.39,87.16,5.26,208.01,rice,6378.02
100.42,60.03,58.31,23.63,55.12,6.8,86.68,wheat,3999.85
18.96,30.81,36.48,30.44,46.85,5.44,108.86,mango,9622.91
38.23,65.04,21.64,28.84,67.0,6.6,64.42,blackgram,1407.79
114.31,43.62,50.06,26.52,73.31,6.88,66.69,cotton,3276.32
19.75,16.78,25.53,25.37,93.3,5.83,158.92,coconut,8479.66
70.18,46.78,46.89,27.11,84.53,6.61,166.81,jute,3686.45
21.51,15.0,33.89,18.79,94.0,6.34,81.97,pomegranate,10150.49
91.41,78.24,57.49,26.46,70.65,5.98,103.43,banana,46590.41
26.87,141.41,208.62,23.01,85.57,6.09,71.01,grapes,19821.46
22.37,132.9,189.35,23.3,94.52,5.14,100.95,apple,18726.67
11.96,130.37,217.67,21.75,85.5,5.71,70.59,grapes,21608.48
16.93,68.98,22.73,23.66,47.96,5.85,143.45,pigeonpeas,2491.92
15.21,65.05,17.71,21.71,27.03,5.46,126.54,kidneybeans,1734.46
20.48,16.24,33.12,23.02,94.42,6.31,164.76,coconut,8406.3
15.52,14.5,24.72,26.43,94.05,5.92,162.9,coconut,5999.0
100.74,25.42,49.84,27.57,94.6,6.39,25.43,muskmelon,19523.93
37.07,69.12,87.15,11.85,21.48,7.4,79.38,chickpea,1983.29
18.92,15.46,30.21,28.39,96.27,5.95,177.41,coconut,7848.52
110.69,81.29,53.42,24.85,86.89,6.64,115.42,banana,33326.66
101.22,53.16,32.4,22.03,88.33,5.65,213.31,rice,5623.63
112.8,22.62,45.72,28.22,94.02,6.95,28.59,muskmelon,17172.3
21.58,24.99,29.24,26.69,51.12,5.8,97.67,mango,6454.37
94.86,22.12,43.66,26.66,90.32,6.5,23.64,muskmelon,13613.73
23.95,34.74,26.83,26.52,88.43,6.92,40.23,mungbean,1429.63
17.08,73.24,15.81,22.8,67.97,6.9,51.85,lentil,1653.73
24.17,12.58,8.69,19.55,87.93,7.48,120.86,orange,12329.76
90.82,48.87,43.2,18.88,55.44,7.44,98.15,wheat,4662.49
53.38,57.92,52.81,32.71,97.47,6.72,188.81,papaya,36237.41
113.49,97.95,51.08,23.86,78.46,6.12,106.5,banana,34398.38
103.02,16.46,44.23,26.24,94.29,7.09,31.91,muskmelon,14283.4
20.06,28.28,25.1,35.27,48.32,5.61,88.07,mango,9050.49
20.55,122.85,219.52,20.94,89.93,5.26,125.43,apple,11326.03
14.77,69.72,23.11,25.28,61.06,6.61,40.93,lentil,1667.99
8.91,74.85,14.57,22.51,24.84,5.43,82.34,kidneybeans,2364.23
15.04,56.72,22.16,24.35,61.91,6.41,52.3,lentil,1443.62
22.17,18.96,39.9,24.79,85.92,6.17,141.25,pomegranate,10742.1
18.06,20.68,36.64,21.67,85.3,6.62,146.06,pomegranate,9756.54
23.0,76.09,22.08,25.57,54.82,5.62,167.21,pigeonpeas,2500.69
25.47,44.17,18.68,28.73,75.29,5.98,52.46,mungbean,1554.44
23.03,46.83,15.53,29.6,43.63,6.99,40.01,mothbeans,1540.12
68.99,51.19,18.36,23.21,62.28,5.92,85.82,maize,6435.55
16.6,49.35,18.92,25.64,92.35,6.51,30.6,mungbean,1661.65
79.08,48.35,38.15,25.04,79.34,6.52,204.73,jute,3039.72
24.85,17.39,31.13,28.56,94.15,5.79,191.2,coconut,5923.49
95.78,90.36,50.6,25.5,85.77,6.06,105.06,banana,43741.3
24.58,14.55,10.47,20.22,86.15,6.78,99.2,orange,11783.57
23.81,129.29,211.86,23.88,93.09,6.3,96.31,apple,13460.47
18.65,20.64,24.64,24.98,94.51,5.43,197.24,coconut,7207.18
24.16,59.47,16.86,23.92,64.27,7.2,35.42,lentil,1496.38
16.36,25.55,31.21,32.73,55.41,5.45,78.11,mango,11657.34
13.28,19.22,42.9,16.88,92.4,6.76,100.76,pomegranate,12608.38
93.41,46.74,45.77,14.33,47.74,5.29,51.24,wheat,5281.69
42.38,59.9,53.34,30.1,91.39,6.91,83.32,papaya,38520.94
19.8,60.98,19.33,29.04,56.37,5.62,117.35,pigeonpeas,2291.83
100.75,82.18,53.82,26.22,70.59,6.15,82.38,banana,38835.7
112.89,87.25,47.6,30.26,70.76,5.84,80.83,banana,41621.29
96.27,15.96,46.7,29.2,89.42,6.32,14.56,muskmelon,16209.16
95.89,9.95,46.71,27.08,86.74,6.62,37.33,watermelon,32424.72
38.56,70.16,19.43,29.89,63.11,7.4,57.01,blackgram,1080.97
14.95,59.28,14.72,23.35,66.06,7.2,41.54,lentil,1268.7
17.15,16.09,47.71,18.16,90.34,6.47,123.54,pomegranate,10834.5
116.63,19.62,57.26,28.51,89.45,6.32,25.51,muskmelon,14914.8
21.5,120.64,190.09,24.44,92.19,5.24,78.06,apple,14271.29
19.03,15.06,9.29,23.44,91.05,7.42,93.63,orange,13423.37
39.79,78.8,20.46,29.24,61.85,7.49,56.3,blackgram,1233.75
20.96,16.58,28.03,24.97,94.77,5.6,175.21,coconut,7695.03
78.0,50.75,38.27,24.88,77.73,7.44,181.33,jute,3347.31
39.78,56.35,49.73,31.34,89.93,6.78,162.19,papaya,29944.9
45.52,66.08,19.68,30.97,70.42,6.9,90.8,blackgram,780.03
96.04,16.87,39.92,29.19,92.79,6.44,31.39,muskmelon,13667.4
96.67,9.27,46.82,25.27,83.38,6.65,33.78,watermelon,28694.86
16.95,48.94,16.06,28.41,88.41,6.99,36.74,mungbean,1927.3
17.9,40.47,14.98,25.64,89.98,6.49,50.24,mungbean,1281.5
24.3,68.4,25.7,19.23,18.7,6.13,102.73,kidneybeans,2685.68
74.4,41.37,17.93,22.52,60.18,5.52,91.88,maize,7152.98
72.22,42.45,48.76,24.87,88.36,6.36,166.13,rice,5036.37
20.3,18.86,28.87,24.05,93.0,6.07,156.09,coconut,8466.39
9.61,66.4,28.22,20.72,19.41,5.69,105.36,kidneybeans,2506.55
39.84,71.2,81.23,17.66,14.1,7.57,61.65,chickpea,1139.04
89.29,53.47,48.88,18.9,45.86,6.54,58.92,wheat,3416.25
16.8,18.47,39.99,18.87,86.22,6.2,92.54,pomegranate,12053.87
123.55,44.37,46.87,25.86,74.02,6.47,100.15,cotton,3235.7
20.89,142.21,199.46,21.43,93.58,5.98,80.8,apple,14943.86
19.47,18.39,12.41,21.78,96.6,7.46,126.94,orange,11954.75
60.4,53.12,49.25,31.92,94.81,6.03,113.14,papaya,33155.51
24.47,59.84,15.48,24.39,46.63,5.79,151.28,pigeonpeas,2021.21
73.96,48.43,39.22,25.34,83.27,6.17,187.64,rice,5468.62
20.51,24.74,34.21,29.92,49.51,5.19,62.73,mango,9952.99
36.75,66.37,30.01,29.38,66.8,7.16,52.99,blackgram,955.24
17.66,14.19,14.48,20.37,89.52,6.69,121.2,orange,12502.49
84.22,46.15,21.89,21.94,70.63,5.97,49.54,maize,8202.19
74.69,44.94,14.57,20.35,79.75,6.62,57.98,maize,5754.56
92.47,17.11,51.04,27.2,88.89,6.26,31.04,muskmelon,17992.34
26.76,133.21,200.0,22.89,83.35,6.33,58.45,grapes,17686.21
69.94,41.93,45.79,24.58,85.12,6.31,199.63,rice,4939.15
17.68,13.97,11.43,22.3,89.94,6.89,108.59,orange,10874.96
18.77,58.27,15.94,32.21,53.17,6.39,64.68,mothbeans,1217.78
118.19,46.36,47.79,21.15,69.05,6.33,96.44,cotton,2990.4
17.85,16.38,11.51,19.33,97.54,7.09,119.33,orange,12492.42
17.17,62.21,10.92,22.97,69.49,7.28,57.88,lentil,1283.67
103.47,17.54,47.17,29.53,91.87,6.1,15.34,muskmelon,15200.08
115.39,53.42,35.39,30.29,63.19,6.39,82.92,cotton,2393.18
16.73,44.65,15.11,31.6,87.76,6.42,60.06,mungbean,1422.29
80.65,52.57,46.7,22.22,53.08,6.03,91.29,wheat,4821.99
21.17,65.34,18.06,21.75,66.89,7.64,53.81,lentil,1366.86
19.69,69.22,18.53,22.71,21.4,5.77,127.92,kidneybeans,2366.83
102.2,6.52,48.0,25.84,80.88,6.68,47.31,watermelon,32838.98
17.15,41.61,15.52,25.33,59.68,7.26,54.2,mothbeans,1491.16
17.82,45.17,29.36,26.3,97.21,6.83,49.92,mungbean,1477.26
112.1,49.12,49.3,23.4,59.33,6.71,58.27,cotton,2210.04
52.37,55.98,50.82,33.82,90.24,6.34,190.52,papaya,33534.71
22.99,44.26,18.6,25.19,84.46,7.03,55.85,mungbean,1739.63
27.09,9.86,34.37,26.91,97.01,6.01,181.92,coconut,6890.86
30.03,124.77,244.54,26.93,78.02,6.01,80.3,grapes,20723.53
22.12,68.2,12.82,17.37,22.84,5.06,125.25,kidneybeans,2557.63
14.4,19.34,42.72,18.81,89.58,6.4,112.12,pomegranate,9928.35
112.85,16.58,50.11,23.91,88.05,6.68,26.89,muskmelon,20178.92
109.47,20.46,50.03,24.94,95.63,6.3,22.73,muskmelon,21552.22
42.7,66.37,14.15,30.4,57.22,7.01,46.66,blackgram,1192.94
22.5,18.74,8.66,19.17,93.74,6.53,113.04,orange,12188.44
19.17,39.64,30.18,28.94,50.54,7.2,41.27,mothbeans,1283.08
85.38,50.6,51.07,16.93,48.71,5.67,80.99,wheat,5503.29
17.76,64.54,10.16,20.21,28.13,5.78,104.55,kidneybeans,2565.75
77.84,44.43,53.92,27.1,80.25,6.67,198.78,jute,3726.45
27.73,129.6,217.03,20.52,96.61,5.59,90.17,apple,12579.92
18.58,69.39,21.6,23.72,63.11,7.85,55.07,lentil,1736.8
20.71,53.92,21.71,27.88,49.99,6.61,42.49,mothbeans,1200.06
80.94,41.67,41.39,23.54,77.22,6.82,146.54,jute,2989.97
74.84,48.48,37.69,22.13,80.45,6.11,185.64,rice,6798.99
44.83,71.52,29.26,29.16,59.51,6.89,89.53,blackgram,759.45
45.65,66.15,51.01,35.58,97.71,6.36,167.52,papaya,27694.21
77.81,36.35,39.29,22.31,83.3,6.23,200.32,jute,3227.27
22.62,52.12,19.18,30.4,85.04,6.72,46.34,mungbean,1597.1
15.77,70.77,19.83,16.81,23.26,5.53,122.62,kidneybeans,2564.23
17.04,26.93,18.09,28.8,46.86,6.06,78.72,mango,9689.88
23.37,157.4,204.52,22.78,77.84,5.85,101.66,grapes,19108.47
22.25,127.25,207.43,20.33,90.8,6.37,105.89,apple,13349.94
77.65,40.92,37.9,22.31,77.99,5.92,212.12,rice,7115.27
44.79,68.26,82.29,21.22,18.67,7.77,68.54,chickpea,2126.35
51.64,48.02,21.64,23.85,59.93,6.04,66.49,maize,6721.92
64.87,45.62,46.32,27.01,81.16,7.03,148.51,jute,3315.41
18.31,16.65,35.14,20.92,91.71,6.4,63.05,pomegranate,13208.43
102.01,80.45,40.11,27.05,80.36,6.19,90.83,banana,40138.69
110.9,12.09,45.31,28.2,77.72,6.31,54.79,watermelon,24220.45
20.84,121.03,213.06,23.49,89.97,6.01,121.5,apple,11971.18
122.87,49.36,43.95,28.45,64.57,6.48,66.24,cotton,2262.73
97.89,49.65,42.36,23.67,57.59,6.5,80.5,cotton,2131.62
102.82,13.16,51.19,29.33,80.51,6.49,46.27,watermelon,23551.77
25.92,48.63,17.62,25.39,48.53,6.31,51.12,mothbeans,1024.36
23.32,15.08,29.08,25.77,96.4,6.15,173.71,coconut,6201.33
97.64,16.53,37.25,28.77,93.63,6.98,21.06,muskmelon,14219.93
87.16,43.51,40.98,25.24,76.96,6.72,200.07,jute,3731.2
15.51,59.46,29.34,25.68,60.91,6.68,52.29,mothbeans,1101.24
35.8,74.86,20.71,28.65,68.31,7.27,77.63,blackgram,953.28
114.4,10.7,46.69,26.6,87.83,6.51,52.66,watermelon,25942.51
93.16,54.3,45.08,19.5,51.41,6.38,99.11,wheat,5296.5
42.33,68.4,18.56,30.37,60.04,7.03,70.26,blackgram,928.14
52.51,61.68,50.28,32.85,95.13,6.74,169.98,papaya,38780.46
82.98,51.33,22.11,23.68,61.91,5.72,63.0,maize,7657.38
45.19,60.4,51.68,16.65,19.66,7.86,66.05,chickpea,1455.52
88.28,46.77,46.91,23.67,84.37,7.55,183.9,jute,3966.56
19.44,14.98,40.84,16.68,91.45,6.7,121.95,pomegranate,10620.2
5.43,70.62,13.9,23.97,33.84,6.04,151.57,pigeonpeas,1733.54
17.79,136.69,194.26,24.87,81.79,6.02,55.33,grapes,24353.07
16.41,17.42,45.25,19.78,92.39,6.5,103.46,pomegranate,11920.01
17.57,53.82,25.34,25.43,79.56,7.47,66.51,mungbean,1351.8
90.04,43.72,38.74,25.04,70.8,6.62,112.86,jute,3159.27
26.45,66.01,14.49,20.7,22.26,5.81,108.83,kidneybeans,2768.28
120.31,46.55,33.34,24.25,70.81,7.68,61.94,cotton,2935.14
16.03,42.4,16.23,28.06,76.37,6.71,65.94,mungbean,1393.6
22.53,30.34,35.52,30.75,53.21,5.59,76.54,mango,9626.09
21.4,25.34,27.02,33.87,51.42,5.53,89.98,mango,12002.52
20.57,17.51,10.77,21.78,92.15,6.58,98.33,orange,13362.01
98.93,81.39,56.57,25.61,89.32,5.8,106.78,banana,41338.1
17.59,67.59,21.22,29.9,50.63,5.74,145.04,pigeonpeas,2382.41
80.58,42.29,41.79,24.12,87.42,6.53,158.67,rice,5061.25
35.24,64.62,72.27,20.49,20.7,7.64,90.75,chickpea,1392.76
26.49,30.79,29.71,30.05,46.68,5.63,86.32,mango,10486.79
28.37,141.7,187.85,21.5,80.58,6.47,78.68,grapes,23148.27
12.55,131.87,195.68,21.5,93.59,6.06,133.81,apple,13724.77
28.29,14.56,26.54,26.81,96.82,5.91,184.71,coconut,6111.8
41.59,66.34,79.07,16.41,13.46,7.6,99.32,chickpea,1728.01
19.02,69.51,20.88,16.31,19.33,5.68,115.73,kidneybeans,1785.92
27.12,67.54,15.56,22.0,21.14,5.93,99.16,kidneybeans,2521.02
71.46,45.02,26.87,17.73,80.69,6.53,89.46,maize,6472.62
18.24,48.82,26.18,22.92,60.99,6.78,41.53,lentil,1522.45
25.38,26.99,34.3,33.91,47.06,5.64,138.42,mango,10999.12
44.65,54.77,50.75,33.37,93.91,6.78,115.99,papaya,42175.5
16.5,16.98,45.11,22.47,94.13,6.2,100.14,pomegranate,12592.96
17.5,67.94,15.11,21.01,68.63,7.11,61.84,lentil,1359.72
70.02,52.92,38.93,22.9,85.37,5.44,211.47,rice,5901.9
13.21,22.47,50.27,24.09,88.99,6.15,85.69,pomegranate,7871.96
24.01,17.71,38.51,19.62,89.8,6.08,105.48,pomegranate,13139.58
19.57,16.04,34.91,19.37,88.63,6.39,150.31,pomegranate,12761.15
20.26,18.47,30.65,27.87,97.48,6.0,205.78,coconut,7876.58
25.9,137.67,219.54,22.67,74.84,5.98,63.79,grapes,18811.56
18.0,48.7,20.37,29.94,57.84,6.95,47.38,mothbeans,1474.17
94.96,86.21,51.22,24.61,78.04,5.89,69.48,banana,38324.64
20.0,60.27,18.18,24.59,67.67,7.35,42.09,lentil,1934.54
90.78,9.95,51.75,20.06,90.27,6.35,36.68,watermelon,30367.91
21.58,130.8,191.9,20.13,90.12,5.69,104.25,apple,13753.42
95.4,46.97,57.13,22.03,47.56,7.58,65.91,wheat,5234.42
20.75,16.91,38.92,20.73,87.67,6.37,101.59,pomegranate,14149.91
116.91,47.99,40.96,26.82,70.82,6.57,79.58,cotton,3267.51
72.8,51.11,40.3,24.67,83.78,6.54,167.83,jute,3987.86
20.36,48.51,18.51,29.27,83.06,6.12,47.51,mungbean,964.6
28.92,68.07,18.88,26.14,62.68,5.48,140.42,pigeonpeas,2122.47
83.95,10.34,51.9,28.07,91.55,6.76,28.37,watermelon,29728.12
24.1,54.96,20.56,30.64,78.21,6.57,46.11,mungbean,1371.37
17.28,24.91,29.63,31.69,42.82,5.87,78.99,mango,10101.28
16.55,31.4,35.46,32.04,47.76,5.44,83.18,mango,11474.72
19.54,22.07,31.58,25.11,92.66,6.28,154.25,coconut,8079.61
19.61,25.45,27.6,31.06,50.56,5.56,89.54,mango,12114.81
20.99,64.96,17.98,18.63,17.7,5.74,116.71,kidneybeans,2817.76
19.13,149.36,219.48,23.23,97.49,6.47,110.5,apple,12035.28
26.27,71.66,22.69,29.43,59.97,6.46,135.27,pigeonpeas,2506.03
105.05,79.06,48.05,30.94,84.7,5.77,116.42,banana,43008.88
125.54,47.54,39.48,27.66,57.35,5.98,60.86,cotton,2819.55
88.84,89.9,52.3,28.84,78.45,5.8,83.43,banana,43383.4
45.77,79.84,18.11,27.42,62.97,7.0,76.46,blackgram,983.31
23.43,63.81,20.34,23.96,55.21,5.65,150.12,pigeonpeas,2015.93
17.27,47.48,23.06,27.95,51.91,6.82,44.96,mothbeans,1214.96
19.74,15.39,7.48,21.56,89.59,7.18,136.13,orange,11325.27
18.12,137.65,183.43,23.07,88.42,5.7,85.37,apple,18505.68
22.6,19.26,49.24,22.08,93.19,6.4,107.29,pomegranate,12137.7
54.66,61.47,54.78,31.38,89.58,6.71,111.36,papaya,33984.82
101.41,69.8,49.33,25.28,83.47,6.77,115.0,banana,34160.71
16.1,48.82,26.57,26.1,90.31,6.57,66.53,mungbean,1283.55
83.27,54.42,51.26,15.27,57.38,7.19,65.62,wheat,5146.65
110.05,6.99,52.01,24.3,80.02,6.6,52.01,watermelon,35294.69
25.17,44.85,24.32,22.58,81.4,6.42,36.46,mungbean,1300.25
105.68,47.9,47.64,23.69,68.6,5.81,60.19,cotton,3333.04
19.16,14.17,45.78,23.54,86.26,6.91,104.13,pomegranate,11588.08
19.44,134.97,227.68,24.06,89.23,6.53,113.38,apple,15879.84
44.74,66.47,13.82,32.55,64.52,7.52,34.32,blackgram,1144.46
89.77,50.38,41.59,22.99,47.53,5.72,68.58,wheat,5909.25
16.53,46.06,19.12,22.2,61.36,6.53,56.06,mothbeans,1208.83
25.12,14.98,31.4,29.84,95.44,5.87,178.88,coconut,7256.6
23.98,15.31,31.27,30.35,97.01,6.6,161.86,coconut,8477.35
95.46,39.26,40.65,25.36,83.1,6.46,217.11,jute,3329.51
18.87,50.25,18.69,29.11,43.48,6.67,68.22,mothbeans,1101.28
35.48,60.26,82.58,21.31,19.43,7.5,64.16,chickpea,1385.02
66.77,43.41,25.09,22.54,67.76,6.17,92.81,maize,6000.35
26.03,40.14,25.41,28.08,58.46,6.78,25.78,mothbeans,1174.89
18.89,67.68,20.46,22.9,62.45,6.99,55.44,lentil,1450.67
41.91,74.83,16.85,31.15,64.45,6.94,56.42,blackgram,1426.15
40.37,73.97,13.3,29.36,65.72,6.45,55.5,blackgram,1008.07
83.32,44.26,47.76,23.23,87.9,6.03,261.82,rice,6688.01
23.23,127.44,202.23,27.08,86.84,6.16,61.61,grapes,23410.1
107.09,41.24,47.48,27.51,68.62,6.35,93.66,cotton,2351.2
20.48,76.42,21.96,21.82,64.38,6.56,52.43,lentil,1185.72
40.71,70.38,25.85,26.69,67.92,6.92,70.5,blackgram,1296.99
30.03,61.33,20.49,30.23,86.16,6.85,45.58,mungbean,1319.84
19.09,32.49,32.47,29.06,51.24,5.93,83.24,mango,11073.65
89.48,78.2,44.03,23.33,85.09,5.61,101.43,banana,43864.63
82.09,38.2,33.36,23.39,85.69,6.09,196.53,rice,5220.35
129.09,39.3,41.46,28.73,66.64,6.6,62.29,cotton,2370.07
21.22,18.89,36.6,20.98,89.28,6.65,83.4,pomegranate,11489.36
23.11,16.19,26.0,27.8,98.71,5.91,143.12,coconut,6906.07
120.87,51.63,43.29,24.26,67.9,6.24,82.09,cotton,2384.73
60.93,42.42,26.18,21.69,62.26,6.08,95.04,maize,7757.87
48.16,64.61,53.28,33.0,90.75,6.58,144.18,papaya,31582.6
19.86,47.29,20.68,29.46,56.19,6.88,62.96,mothbeans,993.28
17.26,77.62,16.13,16.62,20.59,5.11,120.02,kidneybeans,1730.83
17.42,20.0,40.94,24.22,86.89,6.76,107.95,pomegranate,12417.08
17.32,17.31,36.02,21.25,91.84,6.86,77.21,pomegranate,11308.69
37.8,65.36,14.62,29.14,54.4,6.78,63.34,blackgram,1232.96
13.72,49.51,17.26,31.74,53.17,6.56,39.53,mothbeans,1442.04
18.01,15.75,13.63,22.2,96.96,7.07,102.26,orange,14672.03
38.32,69.71,95.54,20.56,19.24,7.64,73.65,chickpea,1820.14
26.03,135.46,178.74,23.34,78.94,5.86,49.44,grapes,24768.31
53.74,52.86,49.51,31.63,93.42,6.63,131.3,papaya,35534.02
41.84,69.97,60.72,17.16,20.54,7.49,51.92,chickpea,1682.49
85.03,52.18,53.95,22.85,42.58,5.22,89.01,wheat,4162.15
118.96,80.8,51.0,26.87,75.89,6.49,94.45,banana,37034.01
17.36,23.93,28.57,34.25,43.19,6.21,89.81,mango,9760.92
17.48,67.25,16.17,25.74,49.55,5.42,140.71,pigeonpeas,1900.13
20.34,12.71,10.52,21.67,86.33,6.68,125.9,orange,15641.5
21.34,141.95,198.37,20.93,93.39,5.78,147.71,apple,16717.61
79.37,52.78,35.07,24.01,79.35,5.6,196.79,rice,5011.89
51.13,52.24,44.01,36.35,90.14,6.42,171.55,papaya,38280.72
17.57,52.1,15.25,29.39,82.42,6.39,51.8,mungbean,833.13
50.62,54.13,19.1,33.45,65.61,7.23,69.5,blackgram,852.05
19.12,126.04,197.61,27.57,81.17,5.6,61.48,grapes,23535.69
95.05,79.57,48.44,28.24,89.93,6.04,100.67,banana,42152.95
92.94,79.92,42.56,27.17,86.24,6.04,135.83,banana,47543.42
12.15,74.78,16.95,21.01,17.31,5.35,133.7,kidneybeans,2314.47
13.55,64.24,27.6,24.26,69.42,7.52,39.06,lentil,1467.51
22.9,43.91,21.61,23.19,59.96,7.0,36.0,mothbeans,943.15
43.02,79.52,65.21,21.78,21.44,7.21,88.11,chickpea,1630.15
26.55,66.92,24.69,31.27,54.56,5.47,143.93,pigeonpeas,1965.9
47.43,65.71,46.73,34.26,91.82,6.15,164.57,papaya,23141.3
28.81,57.4,73.93,19.37,9.76,7.35,65.11,chickpea,1795.49
71.84,47.61,41.71,23.55,86.14,6.01,243.61,rice,5721.58
20.21,43.41,20.46,24.87,53.72,7.06,38.49,mothbeans,976.23
80.21,51.41,38.45,23.65,81.35,6.05,217.85,rice,5418.41
17.3,68.05,25.7,21.64,67.09,6.9,42.67,lentil,1830.29
125.77,42.13,52.94,25.35,58.92,6.42,61.95,cotton,3354.51
43.94,59.1,27.51,31.55,62.58,7.37,64.18,blackgram,1013.08
31.94,73.92,23.61,28.22,53.04,5.96,149.52,pigeonpeas,1891.88
21.56,73.96,13.71,21.46,23.77,5.66,111.77,kidneybeans,2929.08
17.05,74.87,24.03,18.11,59.98,7.18,47.52,lentil,1204.55
23.1,58.44,20.46,27.06,44.21,6.21,135.93,pigeonpeas,1873.78
16.66,50.79,23.75,26.81,77.52,6.7,47.27,mungbean,1338.55
22.21,15.27,11.85,18.86,87.06,6.88,92.22,orange,11718.28
78.07,50.27,38.84,26.6,74.97,6.65,173.25,jute,4277.2
16.28,16.99,38.41,19.39,91.71,6.92,116.4,pomegranate,11782.92
95.03,82.44,52.21,28.71,78.61,5.43,95.34,banana,44678.72
82.72,55.42,21.78,21.37,65.0,5.37,97.09,maize,7910.66
103.07,9.97,59.86,23.41,85.73,6.37,35.67,watermelon,35011.12
91.75,83.81,55.59,24.66,79.25,5.48,97.14,banana,42598.88
19.65,47.86,29.77,29.37,92.68,6.88,41.89,mungbean,1409.41
101.56,11.38,42.11,23.21,92.93,5.76,48.6,watermelon,31914.87
25.36,63.6,21.74,19.75,24.54,5.67,97.3,kidneybeans,2797.81
98.02,57.81,48.16,17.74,52.3,6.16,105.2,wheat,4773.71
19.09,136.82,209.43,21.75,92.86,5.79,115.97,apple,14392.63
14.62,62.56,22.81,25.13,64.31,7.13,34.26,lentil,1486.44
27.61,140.32,201.89,23.01,90.8,6.19,106.01,apple,10412.5
21.99,64.49,15.62,31.07,60.97,6.94,91.13,blackgram,1142.03
15.54,133.0,200.51,22.97,79.78,6.02,60.57,grapes,17403.49
20.51,49.64,24.76,26.38,54.83,6.58,59.65,mothbeans,1345.33
36.23,60.26,47.92,32.56,89.28,6.66,169.84,papaya,31256.03
17.94,53.68,19.23,27.68,55.19,6.53,52.32,mothbeans,1206.52
55.64,64.8,50.97,29.96,97.34,6.87,129.83,papaya,35115.72
17.82,66.71,19.65,29.38,44.58,5.72,148.71,pigeonpeas,2263.22
31.62,67.91,22.53,28.17,44.43,5.25,134.88,pigeonpeas,1693.76
22.8,11.85,13.5,18.88,88.59,6.92,148.5,orange,11094.81
45.97,62.79,50.01,33.7,92.02,6.89,90.65,papaya,29331.04
82.32,49.47,36.43,26.73,84.37,5.4,219.7,rice,5037.48
86.26,49.13,48.08,16.71,42.8,7.3,62.3,wheat,4402.75
21.36,140.19,202.55,24.96,78.2,5.75,83.18,grapes,21748.63
20.47,24.99,23.03,30.92,57.67,5.61,110.7,mango,10820.79
78.42,43.98,40.18,21.08,72.26,6.8,214.2,jute,3609.33
14.01,58.05,21.66,23.25,66.58,7.08,58.84,lentil,1106.29
19.14,74.71,21.33,22.7,69.42,6.49,35.19,lentil,1660.4
72.96,47.59,21.74,21.03,61.62,6.02,63.26,maize,6412.83
96.07,49.4,37.14,22.54,47.32,6.45,79.98,wheat,4882.07
109.94,86.22,46.16,27.1,73.24,6.21,99.76,banana,40978.84
14.99,68.63,18.17,24.35,65.11,6.6,52.27,lentil,1576.78
28.33,50.53,22.18,25.62,56.39,6.52,39.66,mothbeans,1165.88
22.93,14.37,33.14,29.46,92.32,6.36,182.29,coconut,7383.66
25.88,55.0,16.86,27.44,47.82,6.74,50.63,mothbeans,1419.72
